company,rating,location,revdate,recommends,outlook,ceo_opinion,wlbalance,career_ops
Apple,3.0,"Orlando, FL",12-05-2017,n,positive,approves,2.0,3.0
Apple,3.0,"Cupertino, CA",12-10-2017,y,positive,approves,3.0,5.0
Apple,5.0,,11-24-2017,y,positive,approves,3.0,5.0
Apple,5.0,"Las Vegas, NV",11-17-2017,y,positive,approves,3.0,4.0
Apple,3.0,"Lincoln, CA",12-03-2017,y,neutral,approves,1.0,3.0
Apple,3.0,,12-06-2017,y,,,1.0,4.0
Apple,1.0,,12-28-2017,n,negative,no opinion,2.0,2.0
Apple,5.0,,11-23-2017,y,positive,approves,3.0,5.0
Apple,4.0,,12-06-2017,y,positive,approves,4.0,3.0
Apple,4.0,,12-07-2017,y,positive,approves,2.0,3.0
Apple,4.0,,12-07-2017,,,,,
Apple,1.0,"Austin, TX",12-20-2017,n,negative,no opinion,1.0,3.0
Apple,3.0,,12-06-2017,n,positive,no opinion,1.0,1.0
Apple,5.0,"Exeter, PA",11-22-2017,y,positive,approves,4.0,5.0
Apple,4.0,,12-05-2017,y,positive,,5.0,4.0
Apple,2.0,,12-06-2017,n,neutral,no opinion,5.0,5.0
Apple,4.0,"Costa Mesa, CA",12-06-2017,y,positive,approves,4.0,4.0
Apple,4.0,"Cupertino, CA",12-06-2017,y,positive,approves,3.0,5.0
Apple,4.0,,12-06-2017,y,positive,approves,3.0,5.0
Apple,4.0,"Elk Grove, CA",12-03-2017,y,positive,approves,4.0,4.0
Apple,2.0,,12-06-2017,n,positive,approves,2.0,2.0
Apple,3.0,,12-05-2017,y,,,3.0,4.0
Apple,5.0,"San Diego, CA",11-20-2017,y,positive,no opinion,5.0,5.0
Apple,5.0,,11-20-2017,y,positive,approves,5.0,5.0
Apple,5.0,,11-20-2017,y,positive,approves,5.0,5.0
Apple,5.0,,11-21-2017,y,,,5.0,5.0
Apple,4.0,"Los Angeles, CA",12-04-2017,y,positive,approves,5.0,4.0
Apple,2.0,,12-06-2017,n,negative,approves,1.0,4.0
Apple,2.0,"San Diego, CA",12-02-2017,n,neutral,disapproves,2.0,4.0
Apple,3.0,,12-05-2017,y,neutral,approves,1.0,3.0
Apple,1.0,"Cupertino, CA",12-19-2017,n,positive,disapproves,2.0,4.0
Apple,4.0,,12-04-2017,y,positive,approves,4.0,3.0
Apple,1.0,"Tampa, FL",12-20-2017,n,negative,no opinion,1.0,2.0
Apple,5.0,,11-18-2017,y,positive,approves,4.0,4.0
Apple,4.0,,12-02-2017,y,positive,approves,4.0,4.0
Apple,1.0,,12-21-2017,n,negative,no opinion,2.0,3.0
Apple,5.0,"Chicago, IL",11-17-2017,y,positive,,5.0,5.0
Apple,5.0,"New York, NY",11-17-2017,y,positive,approves,3.0,5.0
Apple,5.0,"Littleton, CO",11-17-2017,y,positive,approves,5.0,5.0
Apple,4.0,"San Francisco, CA",11-30-2017,y,positive,approves,3.0,5.0
Apple,4.0,,11-30-2017,y,positive,,3.0,4.0
Apple,4.0,,11-30-2017,,,,,
Apple,3.0,"Cupertino, CA",11-24-2017,n,neutral,approves,2.0,3.0
Apple,3.0,,12-01-2017,y,neutral,disapproves,3.0,5.0
Apple,5.0,,11-15-2017,y,positive,approves,3.0,5.0
Apple,5.0,,11-15-2017,,,,,
Apple,5.0,"Santa Clara, CA",11-15-2017,y,positive,approves,3.0,4.0
Apple,5.0,,11-15-2017,y,positive,approves,1.0,5.0
Apple,4.0,,11-30-2017,y,positive,no opinion,5.0,5.0
Apple,5.0,,11-14-2017,y,positive,approves,4.0,5.0
Apple,5.0,,11-15-2017,,,,5.0,5.0
Apple,4.0,,11-29-2017,,,,1.0,4.0
Apple,3.0,,11-28-2017,n,neutral,approves,1.0,5.0
Apple,5.0,"New York, NY",11-13-2017,y,neutral,approves,5.0,4.0
Apple,4.0,,11-27-2017,,,,4.0,5.0
Apple,4.0,,11-27-2017,y,positive,approves,3.0,4.0
Apple,4.0,"Germantown, TN",11-28-2017,y,neutral,no opinion,4.0,3.0
Apple,3.0,,11-26-2017,n,,,3.0,4.0
Apple,3.0,"Novi, MI",11-27-2017,y,positive,approves,4.0,3.0
Apple,5.0,"Salt Lake City, UT",11-12-2017,,,,,
Apple,5.0,"Los Angeles, CA",11-12-2017,y,neutral,no opinion,3.0,4.0
Apple,5.0,"Asheville, NC",11-13-2017,y,positive,,5.0,5.0
Apple,4.0,"Chicago, IL",11-27-2017,y,positive,disapproves,5.0,4.0
Apple,4.0,,11-20-2017,y,positive,no opinion,3.0,4.0
Apple,2.0,"Cupertino, CA",11-26-2017,n,positive,approves,3.0,5.0
Apple,3.0,"Akron, OH",11-15-2017,,,,2.0,4.0
Apple,3.0,"Austin, TX",11-19-2017,y,positive,approves,5.0,5.0
Apple,4.0,"Miami, FL",11-20-2017,y,positive,approves,4.0,3.0
Apple,1.0,,12-15-2017,n,negative,approves,1.0,4.0
Apple,4.0,"Austin, TX",11-24-2017,y,neutral,approves,4.0,4.0
Apple,4.0,"Chicago, IL",11-25-2017,y,neutral,approves,4.0,3.0
Apple,4.0,"Houston, TX",11-25-2017,y,neutral,approves,4.0,4.0
Apple,4.0,"Cupertino, CA",11-11-2017,y,positive,approves,4.0,3.0
Apple,3.0,,11-14-2017,,,,,
Apple,3.0,"White Plains, NY",11-21-2017,n,neutral,approves,1.0,3.0
Apple,5.0,"Greensboro, NC",11-10-2017,y,positive,approves,5.0,5.0
Apple,3.0,"Philadelphia, PA",11-15-2017,y,negative,no opinion,3.0,2.0
Apple,2.0,"Cupertino, CA",11-19-2017,n,neutral,no opinion,3.0,1.0
Apple,4.0,"Athens, GA",11-20-2017,y,neutral,approves,4.0,5.0
Apple,3.0,,11-22-2017,,,,,
Apple,5.0,,11-08-2017,y,positive,approves,5.0,5.0
Apple,5.0,"Murray, UT",11-06-2017,y,positive,approves,5.0,5.0
Apple,5.0,,11-06-2017,y,positive,approves,5.0,3.0
Apple,5.0,"Irving, TX",11-07-2017,y,positive,,3.0,5.0
Apple,5.0,"Portland, OR",11-07-2017,y,positive,approves,4.0,5.0
Apple,5.0,"Cupertino, CA",11-07-2017,y,positive,approves,5.0,5.0
Apple,5.0,,11-06-2017,y,positive,approves,5.0,3.0
Apple,5.0,"Irving, TX",11-07-2017,y,positive,,3.0,5.0
Apple,5.0,"Portland, OR",11-07-2017,y,positive,approves,4.0,5.0
Apple,5.0,"Cupertino, CA",11-07-2017,y,positive,approves,5.0,5.0
Apple,5.0,,11-07-2017,y,positive,approves,2.0,4.0
Apple,4.0,,11-20-2017,y,positive,approves,3.0,5.0
Apple,4.0,,11-21-2017,y,positive,approves,5.0,5.0
Apple,1.0,,12-06-2017,n,negative,disapproves,1.0,4.0
Apple,1.0,,12-12-2017,n,negative,no opinion,1.0,1.0
Apple,3.0,"Cupertino, CA",11-17-2017,n,negative,no opinion,2.0,3.0
Apple,5.0,"Milwaukee, WI",11-04-2017,,,,4.0,4.0
Apple,5.0,,11-04-2017,y,neutral,no opinion,4.0,5.0
Apple,5.0,"Short Hills, NJ",11-05-2017,y,positive,,4.0,4.0
Apple,1.0,,12-08-2017,n,positive,no opinion,1.0,5.0
Apple,5.0,,11-04-2017,y,positive,approves,,
Apple,4.0,,11-17-2017,y,neutral,no opinion,,
Apple,1.0,"Los Angeles, CA",12-06-2017,n,negative,disapproves,1.0,4.0
Apple,1.0,"Troy, MI",12-06-2017,n,negative,no opinion,1.0,2.0
Apple,5.0,"San Francisco, CA",11-01-2017,y,neutral,no opinion,5.0,5.0
Apple,5.0,,11-02-2017,y,positive,,4.0,4.0
Apple,5.0,,11-02-2017,,,,5.0,5.0
Apple,4.0,"San Francisco, CA",11-15-2017,y,neutral,no opinion,2.0,4.0
Apple,4.0,,11-15-2017,y,neutral,approves,4.0,4.0
Apple,5.0,,10-31-2017,y,positive,approves,5.0,4.0
Apple,4.0,"Sunnyvale, CA",11-12-2017,y,positive,approves,3.0,4.0
Apple,2.0,,11-15-2017,,,,2.0,3.0
Apple,2.0,,11-16-2017,y,neutral,approves,4.0,5.0
Apple,1.0,"Washington, DC",12-06-2017,n,negative,no opinion,2.0,5.0
Apple,3.0,,11-15-2017,,,,4.0,
Apple,5.0,,10-30-2017,y,,,4.0,4.0
Apple,5.0,,10-30-2017,,,,5.0,
Apple,4.0,"Cupertino, CA",11-10-2017,n,positive,approves,3.0,5.0
Apple,3.0,,11-13-2017,y,positive,no opinion,3.0,4.0
Apple,5.0,"New York, NY",10-30-2017,y,positive,approves,4.0,5.0
Apple,5.0,"El Paso, TX",10-30-2017,y,positive,approves,4.0,5.0
Apple,5.0,,10-30-2017,y,positive,approves,5.0,5.0
Apple,1.0,"San Jose, CA",12-01-2017,n,negative,no opinion,5.0,3.0
Apple,3.0,,11-13-2017,,,,,
Apple,5.0,"Roseville, CA",10-28-2017,y,positive,approves,,
Apple,4.0,,11-12-2017,y,positive,approves,4.0,5.0
Apple,4.0,,11-12-2017,y,neutral,approves,4.0,4.0
Apple,4.0,,11-09-2017,y,positive,approves,5.0,2.0
Apple,5.0,"Cupertino, CA",10-25-2017,y,positive,approves,5.0,5.0
Apple,3.0,,11-12-2017,n,neutral,approves,1.0,5.0
Apple,5.0,,10-27-2017,y,positive,approves,5.0,5.0
Apple,5.0,"Midvale, UT",10-27-2017,y,positive,approves,5.0,5.0
Apple,5.0,"Los Angeles, CA",10-28-2017,y,positive,approves,4.0,5.0
Apple,4.0,"San Francisco, CA",11-08-2017,y,neutral,approves,2.0,4.0
Apple,5.0,,10-23-2017,y,positive,approves,3.0,5.0
Apple,3.0,"Cupertino, CA",10-24-2017,n,neutral,no opinion,1.0,5.0
Apple,5.0,,10-24-2017,y,positive,approves,5.0,5.0
Apple,3.0,,11-10-2017,n,neutral,approves,4.0,3.0
Apple,5.0,"Woodmere, OH",10-26-2017,y,positive,approves,4.0,5.0
Apple,5.0,"New York, NY",10-27-2017,,,,5.0,5.0
Apple,4.0,,11-09-2017,,,,3.0,5.0
Apple,3.0,,11-10-2017,,,,4.0,3.0
Apple,5.0,"Sacramento, CA",10-25-2017,y,positive,approves,5.0,5.0
Apple,5.0,"Saint Louis, MO",10-25-2017,y,negative,,2.0,3.0
Apple,5.0,,10-26-2017,y,,,3.0,5.0
Apple,5.0,"Pasadena, CA",10-26-2017,y,positive,approves,5.0,5.0
Apple,1.0,,11-29-2017,n,neutral,disapproves,2.0,4.0
Apple,5.0,"Orlando, FL",10-18-2017,y,neutral,approves,5.0,5.0
Apple,5.0,,10-21-2017,y,positive,no opinion,5.0,5.0
Apple,5.0,,10-24-2017,y,neutral,approves,4.0,5.0
Apple,4.0,"Elk Grove, CA",11-07-2017,y,neutral,no opinion,5.0,1.0
Apple,4.0,,11-08-2017,y,positive,approves,3.0,4.0
Apple,4.0,"Austin, TX",11-08-2017,y,positive,approves,3.0,5.0
Apple,4.0,,11-08-2017,y,positive,approves,4.0,4.0
Apple,4.0,"Nashville, TN",11-08-2017,y,neutral,no opinion,4.0,5.0
Apple,3.0,"Remote, OR",11-03-2017,,,,3.0,4.0
Apple,4.0,"Austin, TX",11-08-2017,y,positive,approves,3.0,5.0
Apple,4.0,,11-08-2017,y,positive,approves,4.0,4.0
Apple,4.0,"Nashville, TN",11-08-2017,y,neutral,no opinion,4.0,5.0
Apple,3.0,"Remote, OR",11-03-2017,,,,3.0,4.0
Apple,5.0,"Atlanta, GA",10-23-2017,y,positive,approves,5.0,5.0
Apple,5.0,"Austin, TX",10-23-2017,y,positive,approves,3.0,3.0
Apple,5.0,"Honolulu, HI",10-23-2017,y,positive,approves,5.0,3.0
Apple,4.0,"Elk Grove, CA",11-06-2017,y,positive,approves,4.0,5.0
Apple,4.0,,11-06-2017,,,,,
Apple,4.0,,11-06-2017,,,,4.0,4.0
Apple,4.0,,11-07-2017,y,positive,approves,3.0,5.0
Apple,1.0,"Washington, DC",11-27-2017,n,negative,approves,1.0,1.0
Apple,5.0,,10-22-2017,,,,,
Apple,5.0,"Victor, NY",10-23-2017,y,positive,approves,3.0,4.0
Apple,4.0,"Seattle, WA",11-05-2017,y,neutral,approves,4.0,5.0
Apple,4.0,"Elk Grove, CA",10-31-2017,y,positive,approves,1.0,5.0
Apple,5.0,"Minneapolis, MN",10-17-2017,y,positive,approves,4.0,3.0
Apple,3.0,"Cupertino, CA",11-04-2017,,,,1.0,4.0
Apple,4.0,,11-02-2017,y,neutral,approves,5.0,3.0
Apple,5.0,"Willow Grove, PA",10-18-2017,y,positive,approves,4.0,3.0
Apple,5.0,"Sunnyvale, CA",10-19-2017,y,positive,approves,5.0,5.0
Apple,3.0,,10-30-2017,,,,4.0,5.0
Apple,5.0,"Austin, TX",10-17-2017,y,positive,approves,3.0,5.0
Apple,5.0,,10-17-2017,y,positive,approves,5.0,5.0
Apple,5.0,,10-18-2017,y,positive,approves,4.0,5.0
Apple,5.0,"Bloomington, MN",10-18-2017,y,positive,no opinion,3.0,5.0
Apple,4.0,"Houston, TX",11-01-2017,y,neutral,approves,2.0,5.0
Apple,5.0,,10-07-2017,,,,1.0,3.0
Apple,5.0,,10-16-2017,,,,,
Apple,5.0,,10-17-2017,y,positive,approves,3.0,5.0
Apple,5.0,,10-12-2017,,,,,
Apple,3.0,"Houston, TX",10-30-2017,y,positive,approves,3.0,1.0
Apple,5.0,"Fort Worth, TX",10-15-2017,y,positive,approves,4.0,4.0
Apple,5.0,,10-16-2017,y,,,5.0,5.0
Apple,5.0,,10-16-2017,y,,,5.0,5.0
Apple,5.0,,10-16-2017,,,,5.0,5.0
Apple,4.0,"New York, NY",10-29-2017,y,positive,approves,3.0,5.0
Apple,4.0,"Atlanta, GA",10-30-2017,n,positive,approves,5.0,5.0
Apple,4.0,"Portland, OR",10-30-2017,y,positive,approves,4.0,4.0
Apple,4.0,"Atlanta, GA",10-29-2017,y,positive,,3.0,4.0
Apple,3.0,,10-29-2017,,,,3.0,
Apple,5.0,"Pittsburgh, PA",10-13-2017,y,positive,approves,5.0,5.0
Apple,5.0,"Rialto, CA",10-14-2017,y,positive,approves,,
Apple,5.0,"Chandler, AZ",10-14-2017,y,positive,no opinion,5.0,5.0
Apple,4.0,"Thousand Oaks, CA",10-24-2017,y,positive,approves,5.0,5.0
Apple,5.0,,10-12-2017,y,positive,approves,5.0,5.0
Apple,5.0,,10-13-2017,,,,5.0,5.0
Apple,5.0,,10-13-2017,y,positive,approves,4.0,5.0
Apple,5.0,"Houston, TX",10-13-2017,y,positive,approves,3.0,5.0
Apple,4.0,"Washington, DC",10-26-2017,y,neutral,approves,1.0,2.0
Apple,4.0,"Nashville, TN",10-27-2017,y,positive,approves,2.0,5.0
Apple,4.0,,10-27-2017,y,neutral,approves,4.0,3.0
Apple,3.0,,10-26-2017,n,positive,approves,,
Apple,3.0,,10-26-2017,y,neutral,no opinion,3.0,3.0
Apple,5.0,,10-11-2017,y,positive,approves,5.0,5.0
Apple,4.0,"Madison, WI",10-20-2017,n,positive,approves,2.0,3.0
Apple,3.0,,10-26-2017,y,neutral,approves,2.0,5.0
Apple,5.0,,10-10-2017,y,positive,approves,5.0,5.0
Apple,5.0,"San Francisco, CA",10-11-2017,y,neutral,no opinion,2.0,4.0
Apple,4.0,,10-24-2017,y,neutral,approves,4.0,3.0
Apple,4.0,,10-24-2017,y,neutral,approves,3.0,3.0
Apple,4.0,,10-25-2017,,,,4.0,
Apple,5.0,,10-09-2017,y,positive,approves,5.0,5.0
Apple,5.0,"New York, NY",10-09-2017,y,neutral,approves,5.0,5.0
Apple,5.0,"Coral Gables, FL",10-10-2017,y,positive,approves,3.0,5.0
Apple,5.0,"Los Angeles, CA",10-10-2017,y,positive,approves,1.0,5.0
Apple,4.0,"San Francisco, CA",10-24-2017,y,neutral,approves,4.0,5.0
Apple,5.0,"Whitehall, PA",10-06-2017,y,positive,approves,5.0,5.0
Apple,4.0,,10-18-2017,n,neutral,approves,,
Apple,3.0,,10-24-2017,y,positive,approves,2.0,4.0
Apple,4.0,"San Francisco, CA",10-24-2017,y,neutral,approves,4.0,5.0
Apple,5.0,"Whitehall, PA",10-06-2017,y,positive,approves,5.0,5.0
Apple,4.0,,10-18-2017,n,neutral,approves,,
Apple,3.0,,10-24-2017,y,positive,approves,2.0,4.0
Apple,3.0,"New York, NY",10-24-2017,y,positive,approves,2.0,3.0
Apple,3.0,,10-23-2017,,,,2.0,4.0
Apple,5.0,,10-08-2017,y,positive,approves,5.0,5.0
Apple,5.0,,10-08-2017,y,positive,approves,4.0,5.0
Apple,5.0,"Auburndale, FL",10-08-2017,y,positive,approves,5.0,5.0
Apple,4.0,,10-21-2017,y,neutral,no opinion,2.0,4.0
Apple,4.0,"Culver City, CA",10-20-2017,y,positive,approves,5.0,4.0
Apple,4.0,"Cupertino, CA",10-20-2017,y,,,3.0,4.0
Apple,5.0,,10-04-2017,y,positive,approves,5.0,5.0
Apple,5.0,"Los Angeles, CA",10-04-2017,y,positive,approves,5.0,4.0
Apple,5.0,"Los Angeles, CA",10-05-2017,y,positive,approves,3.0,4.0
Apple,5.0,,10-05-2017,y,positive,approves,,
Apple,5.0,"Boca Raton, FL",10-05-2017,y,positive,approves,5.0,5.0
Apple,4.0,"Cupertino, CA",10-18-2017,y,positive,approves,3.0,5.0
Apple,4.0,"Phoenix, AZ",10-18-2017,,,,5.0,5.0
Apple,4.0,,10-19-2017,,,,5.0,5.0
Apple,3.0,"Mesa, AZ",10-16-2017,,,,2.0,4.0
Apple,3.0,,10-19-2017,,,,,
Apple,5.0,,10-03-2017,,,,,
Apple,5.0,,10-04-2017,,,,,
Apple,4.0,"Chandler, AZ",10-17-2017,y,positive,approves,5.0,4.0
Apple,4.0,"Cupertino, CA",10-17-2017,,,,,
Apple,4.0,"Indianapolis, IN",10-17-2017,y,positive,no opinion,3.0,3.0
Apple,4.0,"Sacramento, CA",10-17-2017,y,positive,approves,3.0,3.0
Apple,4.0,"Franklin, TN",10-18-2017,y,positive,disapproves,3.0,5.0
Apple,3.0,"Miami, FL",10-18-2017,y,neutral,approves,5.0,5.0
Apple,3.0,,10-18-2017,,,,2.0,4.0
Apple,5.0,"Broomfield, CO",10-02-2017,y,positive,,3.0,5.0
Apple,5.0,,10-03-2017,y,,,4.0,
Apple,5.0,"Chestnut Hill, MA",10-03-2017,y,positive,approves,5.0,5.0
Apple,2.0,"Garland, TX",10-17-2017,y,positive,approves,1.0,1.0
Apple,2.0,"Cupertino, CA",09-25-2017,y,neutral,no opinion,1.0,3.0
Apple,5.0,,10-01-2017,y,positive,approves,2.0,4.0
Apple,5.0,,10-01-2017,y,positive,approves,5.0,5.0
Apple,4.0,,10-16-2017,y,positive,approves,2.0,4.0
Apple,5.0,,09-25-2017,y,positive,approves,4.0,4.0
Apple,5.0,,10-01-2017,y,positive,approves,2.0,4.0
Apple,5.0,,10-01-2017,y,positive,approves,5.0,5.0
Apple,4.0,,10-16-2017,y,positive,approves,2.0,4.0
Apple,5.0,,09-25-2017,y,positive,approves,4.0,4.0
Apple,3.0,"Cupertino, CA",10-15-2017,y,positive,approves,3.0,4.0
Apple,5.0,,10-01-2017,y,positive,approves,4.0,4.0
Apple,4.0,,10-14-2017,y,positive,approves,3.0,3.0
Apple,5.0,"New York, NY",09-17-2017,y,neutral,approves,3.0,5.0
Apple,5.0,,09-29-2017,y,,,3.0,4.0
Apple,5.0,"Austin, TX",09-26-2017,y,positive,approves,5.0,3.0
Apple,4.0,"Atlanta, GA",10-13-2017,y,positive,approves,2.0,4.0
Apple,5.0,"Cupertino, CA",09-25-2017,,,,,
Apple,5.0,,09-27-2017,y,neutral,no opinion,3.0,5.0
Apple,5.0,,09-28-2017,y,positive,approves,5.0,5.0
Apple,5.0,,09-28-2017,y,positive,approves,3.0,5.0
Apple,5.0,,09-28-2017,,,,,
Apple,2.0,"Detroit, MI",10-09-2017,n,negative,disapproves,2.0,3.0
Apple,5.0,"Seattle, WA",09-24-2017,y,positive,approves,5.0,5.0
Apple,3.0,"Bethesda, MD",10-02-2017,n,negative,approves,1.0,1.0
Apple,3.0,,10-12-2017,n,neutral,no opinion,2.0,3.0
Apple,5.0,,09-27-2017,y,positive,approves,4.0,5.0
Apple,5.0,,09-27-2017,,,,,
Apple,5.0,"Lansing, MI",09-27-2017,y,positive,approves,5.0,5.0
Apple,4.0,,10-10-2017,y,positive,approves,5.0,4.0
Apple,4.0,,10-10-2017,,,,,
Apple,5.0,"Cupertino, CA",09-22-2017,y,positive,approves,5.0,5.0
Apple,5.0,,09-25-2017,,,,,
Apple,5.0,,09-25-2017,y,positive,approves,5.0,5.0
Apple,5.0,,09-25-2017,y,positive,approves,4.0,5.0
Apple,5.0,,09-26-2017,y,positive,approves,,
Apple,5.0,,09-26-2017,y,,,5.0,5.0
Apple,5.0,"Honolulu, HI",09-26-2017,y,positive,approves,4.0,5.0
Apple,4.0,"San Francisco, CA",10-09-2017,y,positive,no opinion,2.0,4.0
Apple,4.0,,10-09-2017,,,,,
Apple,4.0,"Little Rock, AR",10-10-2017,y,positive,approves,3.0,4.0
Apple,4.0,"New York, NY",10-10-2017,y,positive,approves,4.0,4.0
Apple,2.0,,10-10-2017,,,,,
Apple,4.0,"Sunnyvale, CA",10-03-2017,y,positive,approves,4.0,4.0
Apple,3.0,,10-09-2017,y,positive,,2.0,4.0
Apple,5.0,,09-25-2017,y,positive,approves,5.0,5.0
Apple,5.0,,09-25-2017,,,,,
Apple,4.0,"Cincinnati, OH",10-09-2017,y,positive,approves,4.0,4.0
Apple,5.0,"New York, NY",09-24-2017,y,positive,approves,4.0,4.0
Apple,4.0,"Cupertino, CA",10-07-2017,,,,1.0,4.0
Apple,5.0,"New York, NY",09-22-2017,y,positive,approves,5.0,5.0
Apple,5.0,"New York, NY",09-22-2017,y,positive,approves,5.0,5.0
Apple,5.0,,09-22-2017,y,positive,approves,3.0,3.0
Apple,5.0,,09-23-2017,,,,,
Apple,2.0,"New York, NY",10-03-2017,n,positive,approves,2.0,2.0
Apple,4.0,,10-07-2017,y,positive,approves,4.0,4.0
Apple,5.0,,09-22-2017,y,positive,approves,3.0,3.0
Apple,5.0,,09-23-2017,,,,,
Apple,2.0,"New York, NY",10-03-2017,n,positive,approves,2.0,2.0
Apple,4.0,,10-07-2017,y,positive,approves,4.0,4.0
Apple,4.0,,10-03-2017,n,neutral,no opinion,2.0,4.0
Apple,3.0,"Woodcliff Lake, NJ",10-05-2017,y,neutral,approves,2.0,3.0
Apple,5.0,,09-21-2017,y,positive,approves,4.0,5.0
Apple,5.0,"Atlanta, GA",09-22-2017,y,neutral,no opinion,5.0,4.0
Apple,5.0,,09-22-2017,y,positive,no opinion,4.0,5.0
Apple,4.0,,10-05-2017,y,neutral,approves,5.0,3.0
Apple,5.0,"San Antonio, TX",09-20-2017,y,positive,approves,4.0,5.0
Apple,5.0,"Cupertino, CA",09-21-2017,y,positive,approves,4.0,4.0
Apple,5.0,,09-21-2017,y,neutral,no opinion,5.0,5.0
Apple,4.0,"Cupertino, CA",10-04-2017,y,positive,approves,3.0,5.0
Apple,4.0,"Reston, VA",10-05-2017,y,positive,no opinion,2.0,4.0
Apple,2.0,,10-05-2017,n,,,1.0,4.0
Apple,3.0,,10-05-2017,n,neutral,approves,1.0,3.0
Apple,5.0,"Phoenix, AZ",09-19-2017,y,positive,approves,5.0,4.0
Apple,5.0,,09-19-2017,y,positive,approves,5.0,5.0
Apple,5.0,,09-20-2017,y,neutral,approves,4.0,5.0
Apple,5.0,,09-20-2017,,,,,
Apple,5.0,"Houston, TX",09-20-2017,y,positive,approves,4.0,5.0
Apple,2.0,,10-04-2017,n,negative,approves,2.0,4.0
Apple,3.0,,10-04-2017,,,,,
Apple,5.0,,09-19-2017,,,,,
Apple,4.0,"Cupertino, CA",09-27-2017,y,positive,approves,4.0,4.0
Apple,5.0,,09-18-2017,y,positive,approves,5.0,5.0
Apple,5.0,,09-18-2017,y,positive,approves,4.0,5.0
Apple,4.0,,10-02-2017,y,positive,approves,2.0,3.0
Apple,4.0,"Cincinnati, OH",10-02-2017,y,positive,approves,5.0,4.0
Apple,5.0,"Spokane, WA",09-01-2017,y,positive,approves,4.0,5.0
Apple,5.0,,09-13-2017,,,,,
Apple,4.0,"Walnut Creek, CA",09-26-2017,y,neutral,,5.0,5.0
Apple,5.0,"Novi, MI",09-17-2017,,,,3.0,5.0
Apple,2.0,,09-26-2017,n,negative,disapproves,1.0,3.0
Apple,4.0,"Albany, NY",09-30-2017,y,positive,disapproves,3.0,3.0
Apple,4.0,"Oklahoma City, OK",10-01-2017,y,positive,approves,4.0,4.0
Apple,4.0,"Lawson, MO",09-17-2017,y,positive,approves,5.0,4.0
Apple,4.0,"Los Angeles, CA",09-25-2017,,,,2.0,3.0
Apple,3.0,"Sherman Oaks, CA",09-28-2017,y,negative,approves,1.0,4.0
Apple,5.0,"Sugar Land, TX",09-15-2017,y,positive,approves,5.0,5.0
Apple,5.0,"Hingham, MA",09-16-2017,y,positive,approves,3.0,5.0
Apple,4.0,"San Jose, CA",09-30-2017,y,positive,approves,4.0,5.0
Apple,3.0,"Naples, FL",09-21-2017,n,positive,approves,3.0,2.0
Apple,5.0,,09-14-2017,y,positive,approves,,
Apple,5.0,"Garner, NC",09-15-2017,y,positive,approves,5.0,5.0
Apple,2.0,"Cupertino, CA",09-17-2017,n,neutral,approves,1.0,3.0
Apple,4.0,,09-29-2017,y,neutral,no opinion,5.0,3.0
Apple,5.0,,09-10-2017,y,positive,approves,4.0,5.0
Apple,5.0,,09-10-2017,,,,,
Apple,5.0,,09-10-2017,,,,,
Apple,5.0,,09-13-2017,y,positive,approves,5.0,5.0
Apple,5.0,"Chicago, IL",09-14-2017,y,positive,approves,4.0,4.0
Apple,5.0,"Detroit, MI",09-09-2017,y,positive,approves,4.0,5.0
Apple,3.0,,09-25-2017,y,neutral,approves,4.0,3.0
Apple,3.0,"New York, NY",09-28-2017,n,negative,no opinion,2.0,4.0
Apple,5.0,,09-12-2017,y,positive,approves,4.0,4.0
Apple,5.0,,09-13-2017,y,positive,,4.0,4.0
Apple,4.0,,09-27-2017,y,positive,approves,4.0,5.0
Apple,3.0,,09-25-2017,y,,,2.0,5.0
Apple,1.0,,10-16-2017,n,negative,disapproves,2.0,2.0
Apple,4.0,,09-25-2017,y,positive,no opinion,,
Apple,4.0,,09-26-2017,,,,5.0,
Apple,3.0,"Indianapolis, IN",09-22-2017,n,positive,no opinion,1.0,3.0
Apple,5.0,,09-11-2017,,,,,
Apple,4.0,"Austin, TX",09-24-2017,y,positive,approves,4.0,5.0
Apple,4.0,"Cupertino, CA",08-28-2017,y,neutral,approves,1.0,5.0
Apple,5.0,"New York, NY",09-07-2017,y,positive,approves,4.0,5.0
Apple,3.0,"Seattle, WA",09-19-2017,y,neutral,approves,3.0,3.0
Apple,4.0,"Santa Clara, CA",09-02-2017,y,positive,approves,3.0,5.0
Apple,4.0,"Cupertino, CA",08-28-2017,y,neutral,approves,1.0,5.0
Apple,5.0,"New York, NY",09-07-2017,y,positive,approves,4.0,5.0
Apple,3.0,"Seattle, WA",09-19-2017,y,neutral,approves,3.0,3.0
Apple,4.0,"Santa Clara, CA",09-02-2017,y,positive,approves,3.0,5.0
Apple,5.0,,09-08-2017,y,positive,approves,3.0,5.0
Apple,5.0,"Atlanta, GA",09-09-2017,y,positive,approves,5.0,4.0
Apple,4.0,,09-22-2017,,,,2.0,4.0
Apple,5.0,,09-02-2017,y,neutral,approves,5.0,5.0
Apple,3.0,,09-22-2017,,,,,
Apple,3.0,"Austin, TX",09-22-2017,n,negative,approves,1.0,3.0
Apple,3.0,,09-22-2017,y,positive,no opinion,3.0,3.0
Apple,5.0,,09-06-2017,y,,,3.0,1.0
Apple,5.0,,09-06-2017,y,positive,approves,5.0,5.0
